"","date","value","region","rtw"
"1",1990-01-01,365.5,"AL",TRUE
"2",1990-02-01,362.5,"AL",TRUE
"3",1990-03-01,360.6,"AL",TRUE
"4",1990-04-01,366.6,"AL",TRUE
"5",1990-05-01,366.2,"AL",TRUE
"6",1990-06-01,367.5,"AL",TRUE
"7",1990-07-01,364.6,"AL",TRUE
"8",1990-08-01,364.7,"AL",TRUE
"9",1990-09-01,364.9,"AL",TRUE
"10",1990-10-01,363.4,"AL",TRUE
"11",1990-11-01,361.2,"AL",TRUE
"12",1990-12-01,359.9,"AL",TRUE
"13",1991-01-01,355.3,"AL",TRUE
"14",1991-02-01,352.8,"AL",TRUE
"15",1991-03-01,351.4,"AL",TRUE
"16",1991-04-01,352.5,"AL",TRUE
"17",1991-05-01,353.8,"AL",TRUE
"18",1991-06-01,354.1,"AL",TRUE
"19",1991-07-01,354.8,"AL",TRUE
"20",1991-08-01,356.2,"AL",TRUE
"21",1991-09-01,355.1,"AL",TRUE
"22",1991-10-01,355.5,"AL",TRUE
"23",1991-11-01,355.9,"AL",TRUE
"24",1991-12-01,355.5,"AL",TRUE
"25",1992-01-01,356.8,"AL",TRUE
"26",1992-02-01,356.3,"AL",TRUE
"27",1992-03-01,356.6,"AL",TRUE
"28",1992-04-01,355.3,"AL",TRUE
"29",1992-05-01,355.7,"AL",TRUE
"30",1992-06-01,356.3,"AL",TRUE
"31",1992-07-01,355.3,"AL",TRUE
"32",1992-08-01,357,"AL",TRUE
"33",1992-09-01,356.9,"AL",TRUE
"34",1992-10-01,359,"AL",TRUE
"35",1992-11-01,359.4,"AL",TRUE
"36",1992-12-01,359.8,"AL",TRUE
"37",1993-01-01,360.3,"AL",TRUE
"38",1993-02-01,361.5,"AL",TRUE
"39",1993-03-01,361.2,"AL",TRUE
"40",1993-04-01,362,"AL",TRUE
"41",1993-05-01,361.3,"AL",TRUE
"42",1993-06-01,361.9,"AL",TRUE
"43",1993-07-01,359.5,"AL",TRUE
"44",1993-08-01,358.8,"AL",TRUE
"45",1993-09-01,357.6,"AL",TRUE
"46",1993-10-01,357,"AL",TRUE
"47",1993-11-01,356.4,"AL",TRUE
"48",1993-12-01,356.2,"AL",TRUE
"49",1994-01-01,354,"AL",TRUE
"50",1994-02-01,354.9,"AL",TRUE
"51",1994-03-01,356.2,"AL",TRUE
"52",1994-04-01,357.7,"AL",TRUE
"53",1994-05-01,359.4,"AL",TRUE
"54",1994-06-01,360.8,"AL",TRUE
"55",1994-07-01,362.2,"AL",TRUE
"56",1994-08-01,364.7,"AL",TRUE
"57",1994-09-01,367,"AL",TRUE
"58",1994-10-01,367.5,"AL",TRUE
"59",1994-11-01,368.9,"AL",TRUE
"60",1994-12-01,370.3,"AL",TRUE
"61",1995-01-01,372.1,"AL",TRUE
"62",1995-02-01,372.9,"AL",TRUE
"63",1995-03-01,373.3,"AL",TRUE
"64",1995-04-01,372.3,"AL",TRUE
"65",1995-05-01,371,"AL",TRUE
"66",1995-06-01,370.9,"AL",TRUE
"67",1995-07-01,369.8,"AL",TRUE
"68",1995-08-01,370.1,"AL",TRUE
"69",1995-09-01,370.5,"AL",TRUE
"70",1995-10-01,367.4,"AL",TRUE
"71",1995-11-01,367.9,"AL",TRUE
"72",1995-12-01,367.4,"AL",TRUE
"73",1996-01-01,366.3,"AL",TRUE
"74",1996-02-01,366.3,"AL",TRUE
"75",1996-03-01,364.9,"AL",TRUE
"76",1996-04-01,363.6,"AL",TRUE
"77",1996-05-01,362.1,"AL",TRUE
"78",1996-06-01,361.2,"AL",TRUE
"79",1996-07-01,360.7,"AL",TRUE
"80",1996-08-01,359.7,"AL",TRUE
"81",1996-09-01,360.1,"AL",TRUE
"82",1996-10-01,361.5,"AL",TRUE
"83",1996-11-01,361.9,"AL",TRUE
"84",1996-12-01,361.1,"AL",TRUE
"85",1997-01-01,363.5,"AL",TRUE
"86",1997-02-01,363.7,"AL",TRUE
"87",1997-03-01,365,"AL",TRUE
"88",1997-04-01,365.1,"AL",TRUE
"89",1997-05-01,365.1,"AL",TRUE
"90",1997-06-01,363.9,"AL",TRUE
"91",1997-07-01,362.8,"AL",TRUE
"92",1997-08-01,361.8,"AL",TRUE
"93",1997-09-01,362.8,"AL",TRUE
"94",1997-10-01,364.5,"AL",TRUE
"95",1997-11-01,365.1,"AL",TRUE
"96",1997-12-01,364.9,"AL",TRUE
"97",1998-01-01,366.2,"AL",TRUE
"98",1998-02-01,366.1,"AL",TRUE
"99",1998-03-01,365.5,"AL",TRUE
"100",1998-04-01,368.2,"AL",TRUE
"101",1998-05-01,366.3,"AL",TRUE
"102",1998-06-01,365.6,"AL",TRUE
"103",1998-07-01,362.1,"AL",TRUE
"104",1998-08-01,364.5,"AL",TRUE
"105",1998-09-01,364.8,"AL",TRUE
"106",1998-10-01,364.5,"AL",TRUE
"107",1998-11-01,362.5,"AL",TRUE
"108",1998-12-01,362,"AL",TRUE
"109",1999-01-01,360,"AL",TRUE
"110",1999-02-01,358.1,"AL",TRUE
"111",1999-03-01,356.9,"AL",TRUE
"112",1999-04-01,361.4,"AL",TRUE
"113",1999-05-01,361,"AL",TRUE
"114",1999-06-01,359.7,"AL",TRUE
"115",1999-07-01,358,"AL",TRUE
"116",1999-08-01,356.7,"AL",TRUE
"117",1999-09-01,355.8,"AL",TRUE
"118",1999-10-01,354.8,"AL",TRUE
"119",1999-11-01,355,"AL",TRUE
"120",1999-12-01,354.9,"AL",TRUE
"121",2000-01-01,356.6,"AL",TRUE
"122",2000-02-01,356.1,"AL",TRUE
"123",2000-03-01,356,"AL",TRUE
"124",2000-04-01,354.2,"AL",TRUE
"125",2000-05-01,353.3,"AL",TRUE
"126",2000-06-01,354.2,"AL",TRUE
"127",2000-07-01,351.6,"AL",TRUE
"128",2000-08-01,352.1,"AL",TRUE
"129",2000-09-01,348.9,"AL",TRUE
"130",2000-10-01,346.4,"AL",TRUE
"131",2000-11-01,344.8,"AL",TRUE
"132",2000-12-01,344.2,"AL",TRUE
"133",2001-01-01,336.4,"AL",TRUE
"134",2001-02-01,335.1,"AL",TRUE
"135",2001-03-01,334.5,"AL",TRUE
"136",2001-04-01,330.3,"AL",TRUE
"137",2001-05-01,327.6,"AL",TRUE
"138",2001-06-01,324.6,"AL",TRUE
"139",2001-07-01,322.5,"AL",TRUE
"140",2001-08-01,323.3,"AL",TRUE
"141",2001-09-01,322.6,"AL",TRUE
"142",2001-10-01,318.3,"AL",TRUE
"143",2001-11-01,316.1,"AL",TRUE
"144",2001-12-01,315.5,"AL",TRUE
"145",2002-01-01,312.5,"AL",TRUE
"146",2002-02-01,310.7,"AL",TRUE
"147",2002-03-01,310,"AL",TRUE
"148",2002-04-01,309.8,"AL",TRUE
"149",2002-05-01,309.1,"AL",TRUE
"150",2002-06-01,307.8,"AL",TRUE
"151",2002-07-01,306.1,"AL",TRUE
"152",2002-08-01,306.7,"AL",TRUE
"153",2002-09-01,305.5,"AL",TRUE
"154",2002-10-01,304.7,"AL",TRUE
"155",2002-11-01,304.3,"AL",TRUE
"156",2002-12-01,303.2,"AL",TRUE
"157",2003-01-01,300.9,"AL",TRUE
"158",2003-02-01,300.3,"AL",TRUE
"159",2003-03-01,299.1,"AL",TRUE
"160",2003-04-01,297.1,"AL",TRUE
"161",2003-05-01,295.8,"AL",TRUE
"162",2003-06-01,293.6,"AL",TRUE
"163",2003-07-01,291.4,"AL",TRUE
"164",2003-08-01,291.4,"AL",TRUE
"165",2003-09-01,290,"AL",TRUE
"166",2003-10-01,289.8,"AL",TRUE
"167",2003-11-01,288.7,"AL",TRUE
"168",2003-12-01,289.3,"AL",TRUE
"169",2004-01-01,288.7,"AL",TRUE
"170",2004-02-01,288.7,"AL",TRUE
"171",2004-03-01,288.6,"AL",TRUE
"172",2004-04-01,290,"AL",TRUE
"173",2004-05-01,290.5,"AL",TRUE
"174",2004-06-01,290.7,"AL",TRUE
"175",2004-07-01,292.7,"AL",TRUE
"176",2004-08-01,291.9,"AL",TRUE
"177",2004-09-01,292.6,"AL",TRUE
"178",2004-10-01,294.5,"AL",TRUE
"179",2004-11-01,295.2,"AL",TRUE
"180",2004-12-01,295.5,"AL",TRUE
"181",2005-01-01,294.5,"AL",TRUE
"182",2005-02-01,294.5,"AL",TRUE
"183",2005-03-01,295.2,"AL",TRUE
"184",2005-04-01,298,"AL",TRUE
"185",2005-05-01,298.5,"AL",TRUE
"186",2005-06-01,298,"AL",TRUE
"187",2005-07-01,299.8,"AL",TRUE
"188",2005-08-01,299.7,"AL",TRUE
"189",2005-09-01,300.4,"AL",TRUE
"190",2005-10-01,300.7,"AL",TRUE
"191",2005-11-01,302.6,"AL",TRUE
"192",2005-12-01,303.9,"AL",TRUE
"193",2006-01-01,305.7,"AL",TRUE
"194",2006-02-01,306.4,"AL",TRUE
"195",2006-03-01,306.2,"AL",TRUE
"196",2006-04-01,304.9,"AL",TRUE
"197",2006-05-01,304.3,"AL",TRUE
"198",2006-06-01,304.8,"AL",TRUE
"199",2006-07-01,304.3,"AL",TRUE
"200",2006-08-01,302.3,"AL",TRUE
"201",2006-09-01,301.1,"AL",TRUE
"202",2006-10-01,299.4,"AL",TRUE
"203",2006-11-01,298,"AL",TRUE
"204",2006-12-01,298.4,"AL",TRUE
"205",2007-01-01,299.9,"AL",TRUE
"206",2007-02-01,299.7,"AL",TRUE
"207",2007-03-01,298.6,"AL",TRUE
"208",2007-04-01,296.3,"AL",TRUE
"209",2007-05-01,295.8,"AL",TRUE
"210",2007-06-01,296.6,"AL",TRUE
"211",2007-07-01,296.2,"AL",TRUE
"212",2007-08-01,295,"AL",TRUE
"213",2007-09-01,295.2,"AL",TRUE
"214",2007-10-01,295.4,"AL",TRUE
"215",2007-11-01,294.4,"AL",TRUE
"216",2007-12-01,293.9,"AL",TRUE
"217",2008-01-01,293.2,"AL",TRUE
"218",2008-02-01,291.5,"AL",TRUE
"219",2008-03-01,290.1,"AL",TRUE
"220",2008-04-01,288.5,"AL",TRUE
"221",2008-05-01,287.6,"AL",TRUE
"222",2008-06-01,286.7,"AL",TRUE
"223",2008-07-01,286.2,"AL",TRUE
"224",2008-08-01,283.8,"AL",TRUE
"225",2008-09-01,282.7,"AL",TRUE
"226",2008-10-01,278.8,"AL",TRUE
"227",2008-11-01,273.3,"AL",TRUE
"228",2008-12-01,270.5,"AL",TRUE
"229",2009-01-01,264.5,"AL",TRUE
"230",2009-02-01,259.3,"AL",TRUE
"231",2009-03-01,255.6,"AL",TRUE
"232",2009-04-01,251.7,"AL",TRUE
"233",2009-05-01,247.7,"AL",TRUE
"234",2009-06-01,243.2,"AL",TRUE
"235",2009-07-01,243.4,"AL",TRUE
"236",2009-08-01,241.7,"AL",TRUE
"237",2009-09-01,240.5,"AL",TRUE
"238",2009-10-01,239.6,"AL",TRUE
"239",2009-11-01,238.3,"AL",TRUE
"240",2009-12-01,237.4,"AL",TRUE
"241",2010-01-01,236.5,"AL",TRUE
"242",2010-02-01,235.6,"AL",TRUE
"243",2010-03-01,235.9,"AL",TRUE
"244",2010-04-01,236.9,"AL",TRUE
"245",2010-05-01,236.9,"AL",TRUE
"246",2010-06-01,236.2,"AL",TRUE
"247",2010-07-01,237,"AL",TRUE
"248",2010-08-01,236.7,"AL",TRUE
"249",2010-09-01,236.6,"AL",TRUE
"250",2010-10-01,236.4,"AL",TRUE
"251",2010-11-01,236.5,"AL",TRUE
"252",2010-12-01,235.4,"AL",TRUE
"253",2011-01-01,234.6,"AL",TRUE
"254",2011-02-01,236,"AL",TRUE
"255",2011-03-01,236.5,"AL",TRUE
"256",2011-04-01,237.1,"AL",TRUE
"257",2011-05-01,237,"AL",TRUE
"258",2011-06-01,237.2,"AL",TRUE
"259",2011-07-01,237.7,"AL",TRUE
"260",2011-08-01,238.7,"AL",TRUE
"261",2011-09-01,238,"AL",TRUE
"262",2011-10-01,238.1,"AL",TRUE
"263",2011-11-01,239.1,"AL",TRUE
"264",2011-12-01,240,"AL",TRUE
"265",2012-01-01,240.5,"AL",TRUE
"266",2012-02-01,240.5,"AL",TRUE
"267",2012-03-01,241.6,"AL",TRUE
"268",2012-04-01,242.5,"AL",TRUE
"269",2012-05-01,242.9,"AL",TRUE
"270",2012-06-01,243.4,"AL",TRUE
"271",2012-07-01,244.1,"AL",TRUE
"272",2012-08-01,245,"AL",TRUE
"273",2012-09-01,244.8,"AL",TRUE
"274",2012-10-01,245.8,"AL",TRUE
"275",2012-11-01,246.3,"AL",TRUE
"276",2012-12-01,247.1,"AL",TRUE
"277",2013-01-01,247.2,"AL",TRUE
"278",2013-02-01,247.9,"AL",TRUE
"279",2013-03-01,248.8,"AL",TRUE
"280",2013-04-01,248.8,"AL",TRUE
"281",2013-05-01,248.8,"AL",TRUE
"282",2013-06-01,249.4,"AL",TRUE
"283",2013-07-01,249.2,"AL",TRUE
"284",2013-08-01,249.8,"AL",TRUE
"285",2013-09-01,250.1,"AL",TRUE
"286",2013-10-01,250.4,"AL",TRUE
"287",2013-11-01,251,"AL",TRUE
"288",2013-12-01,251.2,"AL",TRUE
"289",2014-01-01,251.7,"AL",TRUE
"290",2014-02-01,250.9,"AL",TRUE
"291",2014-03-01,251.4,"AL",TRUE
"292",2014-04-01,251.6,"AL",TRUE
"293",2014-05-01,252.4,"AL",TRUE
"294",2014-06-01,252.7,"AL",TRUE
"295",2014-07-01,253,"AL",TRUE
"296",2014-08-01,253.5,"AL",TRUE
"297",2014-09-01,254.6,"AL",TRUE
"298",2014-10-01,255.2,"AL",TRUE
"299",2014-11-01,255.6,"AL",TRUE
"300",2014-12-01,256.2,"AL",TRUE
"301",2015-01-01,256.8,"AL",TRUE
"302",2015-02-01,257,"AL",TRUE
"303",2015-03-01,257.1,"AL",TRUE
"304",2015-04-01,256.9,"AL",TRUE
"305",2015-05-01,257.5,"AL",TRUE
"306",2015-06-01,257.4,"AL",TRUE
"307",2015-07-01,258,"AL",TRUE
"308",2015-08-01,258.1,"AL",TRUE
"309",2015-09-01,258.7,"AL",TRUE
"310",2015-10-01,259,"AL",TRUE
"311",2015-11-01,259.1,"AL",TRUE
"312",2015-12-01,259.2,"AL",TRUE
"313",2016-01-01,259.7,"AL",TRUE
"314",2016-02-01,259.6,"AL",TRUE
"315",2016-03-01,259.1,"AL",TRUE
"316",2016-04-01,260,"AL",TRUE
"317",2016-05-01,259.7,"AL",TRUE
"318",2016-06-01,260.2,"AL",TRUE
"319",2016-07-01,261.4,"AL",TRUE
"320",2016-08-01,261.4,"AL",TRUE
"321",2016-09-01,262.3,"AL",TRUE
"322",2016-10-01,261.7,"AL",TRUE
"323",2016-11-01,261.5,"AL",TRUE
"324",2016-12-01,261.4,"AL",TRUE
"325",2017-01-01,262.4,"AL",TRUE
"326",2017-02-01,263,"AL",TRUE
"327",2017-03-01,263,"AL",TRUE
"328",2017-04-01,263.5,"AL",TRUE
"329",2017-05-01,263.4,"AL",TRUE
"330",2017-06-01,263.5,"AL",TRUE
"331",2017-07-01,263.3,"AL",TRUE
"332",2017-08-01,263.5,"AL",TRUE
"333",2017-09-01,263.5,"AL",TRUE
"334",2017-10-01,264.4,"AL",TRUE
"335",2017-11-01,264.3,"AL",TRUE
"336",2017-12-01,264.6,"AL",TRUE
"337",2018-01-01,265.5,"AL",TRUE
"338",2018-02-01,265.6,"AL",TRUE
"339",2018-03-01,265.5,"AL",TRUE
"340",2018-04-01,265.5,"AL",TRUE
"341",2018-05-01,265.8,"AL",TRUE
"342",2018-06-01,266.7,"AL",TRUE
"343",2018-07-01,267.1,"AL",TRUE
"344",2018-08-01,267.8,"AL",TRUE
"345",2018-09-01,268.3,"AL",TRUE
"346",2018-10-01,268.3,"AL",TRUE
"347",2018-11-01,269.1,"AL",TRUE
"348",2018-12-01,269.1,"AL",TRUE
"349",2019-01-01,269.5,"AL",TRUE
"350",2019-02-01,269.1,"AL",TRUE
"351",2019-03-01,268.8,"AL",TRUE
"352",2019-04-01,268.6,"AL",TRUE
"353",2019-05-01,268.5,"AL",TRUE
"354",2019-06-01,268.5,"AL",TRUE
"355",2019-07-01,268.6,"AL",TRUE
"356",2019-08-01,269,"AL",TRUE
"357",2019-09-01,268.6,"AL",TRUE
"358",2019-10-01,268.9,"AL",TRUE
"359",2019-11-01,269.2,"AL",TRUE
"360",2019-12-01,269.6,"AL",TRUE
"361",2020-01-01,269.4,"AL",TRUE
"362",2020-02-01,270.3,"AL",TRUE
"363",2020-03-01,270.7,"AL",TRUE
"364",2020-04-01,232.8,"AL",TRUE
"365",2020-05-01,243.2,"AL",TRUE
"366",2020-06-01,253.5,"AL",TRUE
"367",2020-07-01,255.5,"AL",TRUE
"368",2020-08-01,257.9,"AL",TRUE
"369",2020-09-01,259.6,"AL",TRUE
"370",2020-10-01,261.6,"AL",TRUE
"371",2020-11-01,262.4,"AL",TRUE
"372",2020-12-01,262.1,"AL",TRUE
"373",2021-01-01,262.9,"AL",TRUE
"374",2021-02-01,263.1,"AL",TRUE
"375",2021-03-01,263.3,"AL",TRUE
"376",2021-04-01,262.7,"AL",TRUE
"377",2021-05-01,262.4,"AL",TRUE
"378",2021-06-01,262.4,"AL",TRUE
"379",2021-07-01,263.2,"AL",TRUE
"380",2021-08-01,263.9,"AL",TRUE
"381",2021-09-01,264.3,"AL",TRUE
"382",2021-10-01,267.1,"AL",TRUE
"383",2021-11-01,267.6,"AL",TRUE
"384",2021-12-01,268.5,"AL",TRUE
"385",2022-01-01,268.1,"AL",TRUE
"386",2022-02-01,270,"AL",TRUE
"387",2022-03-01,271,"AL",TRUE
"388",2022-04-01,272.4,"AL",TRUE
"389",2022-05-01,273.1,"AL",TRUE
"390",2022-06-01,273.3,"AL",TRUE
"391",2022-07-01,275.2,"AL",TRUE
"392",2022-08-01,276.2,"AL",TRUE
"393",2022-09-01,277,"AL",TRUE
"394",2022-10-01,278,"AL",TRUE
"395",2022-11-01,278.7,"AL",TRUE
"396",2022-12-01,279.1,"AL",TRUE
"397",2023-01-01,280,"AL",TRUE
"398",2023-02-01,279.9,"AL",TRUE
"399",2023-03-01,279.9,"AL",TRUE
"400",2023-04-01,280.3,"AL",TRUE
"401",2023-05-01,281.1,"AL",TRUE
"402",2023-06-01,281.9,"AL",TRUE
"403",2023-07-01,281.7,"AL",TRUE
"404",2023-08-01,282.1,"AL",TRUE
"405",2023-09-01,282.4,"AL",TRUE
"406",2023-10-01,281.8,"AL",TRUE
"407",2023-11-01,281.8,"AL",TRUE
"408",2023-12-01,282.1,"AL",TRUE
"409",2024-01-01,282.3,"AL",TRUE
"410",2024-02-01,283.5,"AL",TRUE
"411",2024-03-01,283.7,"AL",TRUE
"412",2024-04-01,283.8,"AL",TRUE
"413",2024-05-01,283.7,"AL",TRUE
"414",2024-06-01,284.5,"AL",TRUE
"415",2024-07-01,284.4,"AL",TRUE
"416",2024-08-01,284.4,"AL",TRUE
"417",2024-09-01,284.8,"AL",TRUE
"418",2024-10-01,285.8,"AL",TRUE
"419",2024-11-01,286,"AL",TRUE
"420",2024-12-01,285.8,"AL",TRUE
"421",2025-01-01,286,"AL",TRUE
"422",2025-02-01,287,"AL",TRUE
"423",2025-03-01,287.5,"AL",TRUE
"424",1990-01-01,12.4,"AK",FALSE
"425",1990-02-01,12.4,"AK",FALSE
"426",1990-03-01,12.9,"AK",FALSE
"427",1990-04-01,13.7,"AK",FALSE
"428",1990-05-01,14.5,"AK",FALSE
"429",1990-06-01,14.5,"AK",FALSE
"430",1990-07-01,14.3,"AK",FALSE
"431",1990-08-01,14.4,"AK",FALSE
"432",1990-09-01,14,"AK",FALSE
"433",1990-10-01,14,"AK",FALSE
"434",1990-11-01,16.3,"AK",FALSE
"435",1990-12-01,16.8,"AK",FALSE
"436",1991-01-01,15.4,"AK",FALSE
"437",1991-02-01,14.3,"AK",FALSE
"438",1991-03-01,14.2,"AK",FALSE
"439",1991-04-01,14.2,"AK",FALSE
"440",1991-05-01,16.4,"AK",FALSE
"441",1991-06-01,15.1,"AK",FALSE
"442",1991-07-01,15.5,"AK",FALSE
"443",1991-08-01,15.6,"AK",FALSE
"444",1991-09-01,15.6,"AK",FALSE
"445",1991-10-01,13.3,"AK",FALSE
"446",1991-11-01,15.6,"AK",FALSE
"447",1991-12-01,16.5,"AK",FALSE
"448",1992-01-01,15.5,"AK",FALSE
"449",1992-02-01,16.4,"AK",FALSE
"450",1992-03-01,16.3,"AK",FALSE
"451",1992-04-01,16.6,"AK",FALSE
"452",1992-05-01,16.1,"AK",FALSE
"453",1992-06-01,16,"AK",FALSE
"454",1992-07-01,15.7,"AK",FALSE
"455",1992-08-01,15.5,"AK",FALSE
"456",1992-09-01,15.6,"AK",FALSE
"457",1992-10-01,15,"AK",FALSE
"458",1992-11-01,15.5,"AK",FALSE
"459",1992-12-01,15.8,"AK",FALSE
"460",1993-01-01,16.1,"AK",FALSE
"461",1993-02-01,15.9,"AK",FALSE
"462",1993-03-01,16.1,"AK",FALSE
"463",1993-04-01,15.4,"AK",FALSE
"464",1993-05-01,14,"AK",FALSE
"465",1993-06-01,14.9,"AK",FALSE
"466",1993-07-01,15.2,"AK",FALSE
"467",1993-08-01,14.9,"AK",FALSE
"468",1993-09-01,14.7,"AK",FALSE
"469",1993-10-01,15.5,"AK",FALSE
"470",1993-11-01,14.5,"AK",FALSE
"471",1993-12-01,14.6,"AK",FALSE
"472",1994-01-01,14.2,"AK",FALSE
"473",1994-02-01,15.5,"AK",FALSE
"474",1994-03-01,14.8,"AK",FALSE
"475",1994-04-01,12.8,"AK",FALSE
"476",1994-05-01,13,"AK",FALSE
"477",1994-06-01,14.8,"AK",FALSE
"478",1994-07-01,14.4,"AK",FALSE
"479",1994-08-01,14.7,"AK",FALSE
"480",1994-09-01,15,"AK",FALSE
"481",1994-10-01,15.2,"AK",FALSE
"482",1994-11-01,14.8,"AK",FALSE
"483",1994-12-01,13.7,"AK",FALSE
"484",1995-01-01,14.6,"AK",FALSE
"485",1995-02-01,14.6,"AK",FALSE
"486",1995-03-01,14.1,"AK",FALSE
"487",1995-04-01,13.7,"AK",FALSE
"488",1995-05-01,14.4,"AK",FALSE
"489",1995-06-01,14.6,"AK",FALSE
"490",1995-07-01,15.2,"AK",FALSE
"491",1995-08-01,15.3,"AK",FALSE
"492",1995-09-01,15.2,"AK",FALSE
"493",1995-10-01,14.9,"AK",FALSE
"494",1995-11-01,14.9,"AK",FALSE
"495",1995-12-01,15.2,"AK",FALSE
"496",1996-01-01,14.1,"AK",FALSE
"497",1996-02-01,14.4,"AK",FALSE
"498",1996-03-01,14.4,"AK",FALSE
"499",1996-04-01,14.8,"AK",FALSE
"500",1996-05-01,15.6,"AK",FALSE
"501",1996-06-01,14.3,"AK",FALSE
"502",1996-07-01,14.5,"AK",FALSE
"503",1996-08-01,14.4,"AK",FALSE
"504",1996-09-01,14,"AK",FALSE
"505",1996-10-01,14.1,"AK",FALSE
"506",1996-11-01,14.2,"AK",FALSE
"507",1996-12-01,14,"AK",FALSE
"508",1997-01-01,14.2,"AK",FALSE
"509",1997-02-01,13.9,"AK",FALSE
"510",1997-03-01,14.1,"AK",FALSE
"511",1997-04-01,14.6,"AK",FALSE
"512",1997-05-01,14.4,"AK",FALSE
"513",1997-06-01,14.6,"AK",FALSE
"514",1997-07-01,14.1,"AK",FALSE
"515",1997-08-01,13.4,"AK",FALSE
"516",1997-09-01,13.3,"AK",FALSE
"517",1997-10-01,13.6,"AK",FALSE
"518",1997-11-01,13.8,"AK",FALSE
"519",1997-12-01,12.3,"AK",FALSE
"520",1998-01-01,13.7,"AK",FALSE
"521",1998-02-01,13.7,"AK",FALSE
"522",1998-03-01,13.7,"AK",FALSE
"523",1998-04-01,13.1,"AK",FALSE
"524",1998-05-01,12.8,"AK",FALSE
"525",1998-06-01,12.9,"AK",FALSE
"526",1998-07-01,12.5,"AK",FALSE
"527",1998-08-01,12.5,"AK",FALSE
"528",1998-09-01,13.1,"AK",FALSE
"529",1998-10-01,12.9,"AK",FALSE
"530",1998-11-01,13.2,"AK",FALSE
"531",1998-12-01,13.3,"AK",FALSE
"532",1999-01-01,14.2,"AK",FALSE
"533",1999-02-01,13.3,"AK",FALSE
"534",1999-03-01,13.7,"AK",FALSE
"535",1999-04-01,13.1,"AK",FALSE
"536",1999-05-01,13.2,"AK",FALSE
"537",1999-06-01,12.5,"AK",FALSE
"538",1999-07-01,12.7,"AK",FALSE
"539",1999-08-01,12.9,"AK",FALSE
"540",1999-09-01,13.1,"AK",FALSE
"541",1999-10-01,13.2,"AK",FALSE
"542",1999-11-01,13.3,"AK",FALSE
"543",1999-12-01,13.8,"AK",FALSE
"544",2000-01-01,12.6,"AK",FALSE
"545",2000-02-01,11.6,"AK",FALSE
"546",2000-03-01,11.5,"AK",FALSE
"547",2000-04-01,12.3,"AK",FALSE
"548",2000-05-01,12.4,"AK",FALSE
"549",2000-06-01,12.4,"AK",FALSE
"550",2000-07-01,12.5,"AK",FALSE
"551",2000-08-01,12.3,"AK",FALSE
"552",2000-09-01,11.8,"AK",FALSE
"553",2000-10-01,11.8,"AK",FALSE
"554",2000-11-01,11.8,"AK",FALSE
"555",2000-12-01,11.4,"AK",FALSE
"556",2001-01-01,10.4,"AK",FALSE
"557",2001-02-01,11.7,"AK",FALSE
"558",2001-03-01,11.6,"AK",FALSE
"559",2001-04-01,11.6,"AK",FALSE
"560",2001-05-01,11.8,"AK",FALSE
"561",2001-06-01,11.2,"AK",FALSE
"562",2001-07-01,12,"AK",FALSE
"563",2001-08-01,12.2,"AK",FALSE
"564",2001-09-01,12.1,"AK",FALSE
"565",2001-10-01,11.7,"AK",FALSE
"566",2001-11-01,11.3,"AK",FALSE
"567",2001-12-01,11,"AK",FALSE
"568",2002-01-01,10.4,"AK",FALSE
"569",2002-02-01,11.6,"AK",FALSE
"570",2002-03-01,11.7,"AK",FALSE
"571",2002-04-01,11.3,"AK",FALSE
"572",2002-05-01,11.1,"AK",FALSE
"573",2002-06-01,10.6,"AK",FALSE
"574",2002-07-01,11,"AK",FALSE
"575",2002-08-01,11.1,"AK",FALSE
"576",2002-09-01,11.3,"AK",FALSE
"577",2002-10-01,11.6,"AK",FALSE
"578",2002-11-01,11.7,"AK",FALSE
"579",2002-12-01,12,"AK",FALSE
"580",2003-01-01,11,"AK",FALSE
"581",2003-02-01,11.8,"AK",FALSE
"582",2003-03-01,12,"AK",FALSE
"583",2003-04-01,10.5,"AK",FALSE
"584",2003-05-01,11.1,"AK",FALSE
"585",2003-06-01,12.1,"AK",FALSE
"586",2003-07-01,11.8,"AK",FALSE
"587",2003-08-01,11.8,"AK",FALSE
"588",2003-09-01,11.5,"AK",FALSE
"589",2003-10-01,11.7,"AK",FALSE
"590",2003-11-01,11.2,"AK",FALSE
"591",2003-12-01,10.7,"AK",FALSE
"592",2004-01-01,13.3,"AK",FALSE
"593",2004-02-01,11.8,"AK",FALSE
"594",2004-03-01,12,"AK",FALSE
"595",2004-04-01,12,"AK",FALSE
"596",2004-05-01,12.4,"AK",FALSE
"597",2004-06-01,12.6,"AK",FALSE
"598",2004-07-01,12.5,"AK",FALSE
"599",2004-08-01,12.2,"AK",FALSE
"600",2004-09-01,12.5,"AK",FALSE
"601",2004-10-01,12.5,"AK",FALSE
"602",2004-11-01,11.9,"AK",FALSE
"603",2004-12-01,11.8,"AK",FALSE
"604",2005-01-01,13.4,"AK",FALSE
"605",2005-02-01,12.3,"AK",FALSE
"606",2005-03-01,12.5,"AK",FALSE
"607",2005-04-01,12.1,"AK",FALSE
"608",2005-05-01,12.5,"AK",FALSE
"609",2005-06-01,12.4,"AK",FALSE
"610",2005-07-01,12.6,"AK",FALSE
"611",2005-08-01,12.8,"AK",FALSE
"612",2005-09-01,12.8,"AK",FALSE
"613",2005-10-01,12.5,"AK",FALSE
